품목코드,품목명,규격,단위,입수량,단가기준수량,최소주문수량,최대주문수량,공급가,부가세,단가_합계,과세여부,마감,마감시간,대분류코드,중분류코드,소분류코드,재고구분,상품상태,센터코드,이미지URL,카테고리,기준납품일
161786,파미유_치즈케이크(95g*5개입*24pk/BOX),95g*5개입/PK,PK,24,1,1,999999,11500,1150,12650,1,D-1,15,41,12,11,2,30,1400,https://order.msfs.co.kr/upload/item/161786.jpg,제과 냉동,20260815
162423,파미유_티라미수(85g*5개입*24pk/BOX),85g*5개입/PK,PK,24,1,1,999999,11500,1150,12650,1,D-1,15,41,12,11,2,30,1400,https://order.msfs.co.kr/upload/item/162423.jpg,제과 냉동,20260815
145157,1.1L보틀_무지(뚜껑포함)_60ea/box,60ea/box,BOX,1,1,1,999999,52000,5200,57200,1,D-1,15,50,12,10,2,10,1400,https://order.msfs.co.kr/upload/item/145157.jpg,비식품,20260815
143045,PE비닐백(대)_무지(30*16(46)*40)_100ea*11pk/box,100ea*11pk/box,PK,11,1,1,999999,11800,1180,12980,1,D-1,15,50,13,10,2,10,1400,https://order.msfs.co.kr/upload/item/143045.jpg,비식품,20260815
168269,니트릴장갑_중(파랑)_100ea*10pk/box,100ea*10pk/box,PK,10,1,1,999999,0,0,0,1,D-1,15,50,14,10,2,10,1400,,비식품,20260815
160626,"무지 칵테일 냅킨 갈색(20099_8,000ea/BOX)","8,000ea/BOX",BOX,1,1,1,999999,33000,3300,36300,1,D-1,15,50,19,10,2,10,1400,https://order.msfs.co.kr/upload/item/160626.jpg,비식품,20260815
109063,무지비닐봉투_대_조각상자용(35*37.5*10.5)_100ea*10pk/box,100ea/pk,PK,10,1,1,999999,11800,1180,12980,1,D-1,15,50,13,11,2,10,1400,https://order.msfs.co.kr/upload/item/109063.jpg,비식품,20260815
103106,물티슈(무지)_400ea/box,400ea/Box,BOX,1,1,1,999999,10700,1070,11770,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/103106.jpg,비식품,20260815
138991,버블티 스트로우 12*250mm(개별/투명_200ea*16pk/BOX),200ea/PK,PK,16,1,1,999999,5700,570,6270,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/138991.jpg,비식품,20260815
143597,비닐 캐리어 1구 무지 0.03*16*27+3(200ea*38pk/BOX),200ea/PK,PK,38,1,1,999999,5800,580,6380,1,D-1,15,50,13,10,2,10,1400,https://order.msfs.co.kr/upload/item/143597.jpg,비식품,20260815
139359,비닐 캐리어 2구 무지 0.03*31.5*27+3(200ea*20pk/BOX),200ea/PK,PK,20,1,1,999999,9300,930,10230,1,D-1,15,50,13,11,2,10,1400,https://order.msfs.co.kr/upload/item/139359.jpg,비식품,20260815
104623,비닐짤주머니(롤)18인치(엘케이)_100ea/pk,100EA/PK,PK,1,1,1,999999,6700,670,7370,1,D-1,15,50,13,11,2,10,1400,https://order.msfs.co.kr/upload/item/104623.jpg,비식품,20260815
169337,원형 원터치용기(소/76*30)(100ea*15pk/box),100ea/pk,PK,15,1,1,999999,5300,530,5830,1,D-1,15,50,12,10,2,10,1400,https://order.msfs.co.kr/upload/item/169337.jpg,비식품,20260815
138907,위생비닐장갑(쉐프/200장)_20pk/box,20pk/box,PK,20,1,1,999999,3500,350,3850,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/138907.jpg,비식품,20260815
138948,일자 스트로우 7*250mm(개별/투명_500ea*20pk/BOX),500ea/PK,PK,20,1,1,999999,5000,500,5500,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/138948.jpg,비식품,20260815
162068,일체형정사각펄프용기(B_003/크라프트/150*150*48)_50ea*10pk/box,50ea*10pk/box,PK,10,1,1,999999,5700,570,6270,1,D-1,15,50,19,10,2,10,1400,https://order.msfs.co.kr/upload/item/162068.jpg,비식품,20260815
166928,일회용 포크 흰색 15.5cm 개별 포장(100ea*20pk/BOX),100ea/PK,PK,20,1,1,999999,2400,240,2640,1,D-1,15,50,19,10,2,10,1400,https://order.msfs.co.kr/upload/item/166928.jpg,비식품,20260815
160605,일회용나이프(검정/개별)16.8cm_(22495)_100ea*20pk/Box,100ea*20pk/Box,PK,20,1,1,999999,3500,350,3850,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/160605.jpg,비식품,20260815
136628,자바라 스트로우 7*250mm(개별/검정_500ea*20pk/BOX),500ea/PK,PK,20,1,1,999999,6200,620,6820,1,D-1,15,50,19,10,2,10,1400,https://order.msfs.co.kr/upload/item/136628.jpg,비식품,20260815
111811,종이컵(무지)_13oz(85파이)_50ea*20pk/box,50ea*20pk/box,BOX,1,1,1,999999,38500,3850,42350,1,D-1,15,50,10,10,2,10,1400,https://order.msfs.co.kr/upload/item/111811.jpg,비식품,20260815
110021,종이컵뚜껑_검정_10/13oz_개폐85파이_1000ea/box,1000ea/box,BOX,1,1,1,999999,25000,2500,27500,1,D-1,15,50,11,14,2,10,1400,https://order.msfs.co.kr/upload/item/110021.jpg,비식품,20260815
169683,직사각펄프PET뚜껑(DRP-1000/220*150*65)(50ea*6pk/box),50ea/pk,PK,6,1,1,999999,5700,570,6270,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/169683.jpg,비식품,20260815
169684,직사각펄프용기2칸(DRP-1000/220*150*65)(50ea*6pk/box),50ea/pk,PK,6,1,1,999999,9400,940,10340,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/169684.jpg,비식품,20260815
133641,커피스틱_18cm_(벌크/검정)_1000ea*10pk/box,1000ea*10pk/box,PK,10,1,1,999999,3800,380,4180,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/133641.jpg,비식품,20260815
102032,컵홀더_무지_10/13oz겸용_1000ea/Box,1000ea/Box,BOX,1,1,1,999999,15000,1500,16500,1,D-1,15,50,10,13,2,10,1400,https://order.msfs.co.kr/upload/item/102032.jpg,비식품,20260815
136916,크라프트_창봉투_小(13*7*23)_100ea*20pk/box,100ea*20pk/box,PK,20,1,1,999999,6600,660,7260,1,D-1,15,50,10,14,2,10,1400,https://order.msfs.co.kr/upload/item/136916.jpg,비식품,20260815
121265,"투명컵 롱개폐 리드 92파이(1,000ea/BOX)","1,000ea/BOX",BOX,1,1,1,999999,21500,2150,23650,1,D-1,15,50,11,13,2,10,1400,https://order.msfs.co.kr/upload/item/121265.jpg,비식품,20260815
111825,"투명컵(무지)_16oz(92파이)_1,000ea/box","1,000ea/box",BOX,1,1,1,999999,63000,6300,69300,1,D-1,15,50,11,12,2,10,1400,https://order.msfs.co.kr/upload/item/111825.jpg,비식품,20260815
147191,투명컵(무지)_20oz(92파이)_1000ea/box,"1,000ea/box",BOX,1,1,1,999999,74000,7400,81400,1,D-1,15,50,11,10,2,10,1400,https://order.msfs.co.kr/upload/item/147191.jpg,비식품,20260815
101383,포모나_소스 펌프(EA),EA,EA,1,1,1,999999,9000,900,9900,1,D-1,15,50,16,11,2,10,1400,https://order.msfs.co.kr/upload/item/101383.jpg,비식품,20260815
152075,"핸드타올(213*200mm/2겹)_5,000ea/box","5,000ea/box",BOX,1,1,1,999999,29500,2950,32450,1,D-1,15,50,14,10,2,10,1400,https://order.msfs.co.kr/upload/item/152075.jpg,비식품,20260815
103783,구스F&B_브라운 치아바타(80g*5개입*10pk/BOX),80g*5개입/PK,PK,10,1,1,999999,4930,493,5423,1,D-1,15,61,18,13,2,30,1400,https://order.msfs.co.kr/upload/item/103783.jpg,제빵 냉동,20260815
146364,대두식품_감자빵(90g*15개입*4pk/BOX),90g*15개입/PK,PK,4,1,1,999999,15700,1570,17270,1,D-1,15,61,13,10,2,30,1400,https://order.msfs.co.kr/upload/item/146364.jpg,제빵 냉동,20260815
146365,대두식품_고구마빵(90g*15개입*4pk/BOX),90g*15개입/PK,PK,4,1,1,999999,14900,1490,16390,1,D-1,15,61,13,10,2,30,1400,https://order.msfs.co.kr/upload/item/146365.jpg,제빵 냉동,20260815
169067,바질 베이글(110g*6개입*6pk/BOX),110g*6개입/PK,PK,6,1,1,999999,4600,460,5060,1,D-1,15,61,14,10,2,30,1400,https://order.msfs.co.kr/upload/item/169067.jpg,제빵 냉동,20260815
142333,버터소금빵_(75g*6ea)*2pk/box,(75g*6ea)*2pk/box,BOX,1,1,1,999999,18500,1850,20350,1,D-1,15,61,14,11,2,30,1400,https://order.msfs.co.kr/upload/item/142333.jpg,제빵 냉동,20260815
169989,브라이언_달콤만쥬(1kg*6ea/BOX),1kg/EA,EA,6,1,1,999999,13300,1330,14630,1,D-1,15,61,13,11,2,30,1400,https://order.msfs.co.kr/upload/item/169989.jpg,제빵 냉동,20260815
146244,블루베리베이글_110g*6ea*6pk/box,110g*6ea*6pk/box,PK,6,1,1,999999,4450,445,4895,1,D-1,15,61,14,10,2,30,1400,https://order.msfs.co.kr/upload/item/146244.jpg,제빵 냉동,20260815
150555,유로베이크_모카번(80g*6개입*8pk/BOX),80g*6개입/PK,PK,8,1,1,999999,7500,750,8250,1,D-1,15,61,16,17,2,30,1400,https://order.msfs.co.kr/upload/item/150555.jpg,제빵 냉동,20260815
169064,초코컬러 베이글(110g*6개입*6pk/BOX),110g*6개입/PK,PK,6,1,1,999999,4210,421,4631,1,D-1,15,61,14,10,2,30,1400,https://order.msfs.co.kr/upload/item/169064.jpg,제빵 냉동,20260815
169018,크랜베리 베이글(110g*6개입*6pk/BOX),110g*6개입/PK,PK,6,1,1,999999,4600,460,5060,1,D-1,17,61,14,10,2,30,1400,https://order.msfs.co.kr/upload/item/169018.jpg,제빵 냉동,20260815
151220,통밀베이글_(110g*6ea)*6pk/box,(110g*6ea)*6pk/box,PK,6,1,1,999999,4100,410,4510,1,D-1,15,61,14,10,2,30,1400,https://order.msfs.co.kr/upload/item/151220.jpg,제빵 냉동,20260815
152887,파이붕어빵(찹쌀떡)_90g*12ea/box,90g*12ea/box,BOX,1,1,1,999999,21850,2185,24035,1,D-1,15,61,13,13,2,30,1400,https://order.msfs.co.kr/upload/item/152887.jpg,제빵 냉동,20260815
152888,파이붕어빵(팥)_90g*12ea/box,90g*12ea/box,BOX,1,1,1,999999,21850,2185,24035,1,D-1,15,61,13,13,2,30,1400,https://order.msfs.co.kr/upload/item/152888.jpg,제빵 냉동,20260815
147927,페스츄리호두과자_20ea*10pk/box,20ea*10pk/box,PK,10,1,1,999999,8500,850,9350,1,D-1,15,61,13,21,2,30,1400,https://order.msfs.co.kr/upload/item/147927.jpg,제빵 냉동,20260815
132955,선인_초콜릿 청크(1kg*10ea/BOX),1kg/EA,EA,10,1,1,999999,19500,1950,21450,1,D-1,15,81,10,15,2,10,1400,https://order.msfs.co.kr/upload/item/132955.jpg,초콜릿,20260815
